Filename,Top_left_lat,Top_left_lon,Bottom_right_lat,Bottom_right_long
sat_patch_0000.png,24.069793,120.548037,24.068117,120.551447
sat_patch_0001.png,24.069793,120.551447,24.068117,120.554857
sat_patch_0002.png,24.069793,120.554857,24.068117,120.558267
sat_patch_0003.png,24.068117,120.548037,24.066441,120.551447
sat_patch_0004.png,24.068117,120.551447,24.066441,120.554857
sat_patch_0005.png,24.068117,120.554857,24.066441,120.558267
sat_patch_0006.png,24.066441,120.548037,24.064765,120.551447
sat_patch_0007.png,24.066441,120.551447,24.064765,120.554857
sat_patch_0008.png,24.066441,120.554857,24.064765,120.558267
